Pet ID,Species,Breed,Age,Symptoms,Medical Health,Treatment,Weight (kg),Owner ID,Checkup Date
PET0553,Cat,Siamese,10,Diarrhea,Chronic Illness,None,3.29,OWN0553,2023-07-07
PET0554,Hamster,Syrian,5,Coughing,Chronic Illness,None,37.39,OWN0554,2023-07-08
PET0555,Hamster,Syrian,5,Diarrhea,Healthy,Medication,30.77,OWN0555,2023-07-09
PET0556,Hamster,Winter White,14,Sneezing,Minor Illness,Medication,26.49,OWN0556,2023-07-10
PET0557,Bird,Parrot,1,Diarrhea,Recovering,Medication,33.04,OWN0557,2023-07-11
PET0558,Hamster,Winter White,9,Vomiting,Recovering,None,26.08,OWN0558,2023-07-12
PET0559,Dog,Terrier,7,Sneezing,Critical,Surgery,38.77,OWN0559,2023-07-13
PET0560,Rabbit,Holland Lop,8,Coughing,Chronic Illness,Therapy,28.7,OWN0560,2023-07-14
PET0561,Dog,Poodle,9,Coughing,Chronic Illness,Therapy,37.02,OWN0561,2023-07-15
PET0562,Dog,Bulldog,6,Lethargy,Chronic Illness,Surgery,20.93,OWN0562,2023-07-16
PET0563,Hamster,Dwarf Campbell,12,Sneezing,Recovering,Surgery,5.12,OWN0563,2023-07-17
PET0564,Rabbit,Mini Rex,5,Lethargy,Critical,Therapy,21.36,OWN0564,2023-07-18
PET0565,Rabbit,Flemish Giant,6,Sneezing,Healthy,Observation,5.51,OWN0565,2023-07-19
PET0566,Rabbit,Lionhead,11,Sneezing,Minor Illness,Medication,23.9,OWN0566,2023-07-20
PET0567,Bird,Canary,2,Vomiting,Healthy,Medication,19.56,OWN0567,2023-07-21
PET0568,Hamster,Dwarf Campbell,4,Lethargy,Recovering,Therapy,25.09,OWN0568,2023-07-22
PET0569,Rabbit,Mini Rex,3,Vomiting,Chronic Illness,Surgery,0.9,OWN0569,2023-07-23
PET0570,Bird,Parrot,13,Sneezing,Minor Illness,Observation,8.2,OWN0570,2023-07-24
PET0571,Cat,Maine Coon,7,Coughing,Recovering,Therapy,19.91,OWN0571,2023-07-25
PET0572,Cat,Sphynx,9,Sneezing,Recovering,Medication,38.04,OWN0572,2023-07-26
PET0573,Bird,Finch,5,Vomiting,Recovering,None,15.65,OWN0573,2023-07-27
PET0574,Bird,Parrot,6,Lethargy,Minor Illness,Surgery,17.26,OWN0574,2023-07-28
PET0575,Hamster,Syrian,10,Lethargy,Minor Illness,None,28.73,OWN0575,2023-07-29
PET0576,Hamster,Winter White,14,Vomiting,Critical,Therapy,24.35,OWN0576,2023-07-30
PET0577,Cat,Siamese,12,Lethargy,Critical,Medication,12.31,OWN0577,2023-07-31
PET0578,Rabbit,Flemish Giant,12,Diarrhea,Healthy,Observation,16.73,OWN0578,2023-08-01
PET0579,Cat,Persian,2,Coughing,Minor Illness,None,9.1,OWN0579,2023-08-02
PET0580,Rabbit,Mini Rex,3,Coughing,Minor Illness,Observation,38.66,OWN0580,2023-08-03
PET0581,Rabbit,Lionhead,3,Coughing,Minor Illness,Medication,5.66,OWN0581,2023-08-04
PET0582,Hamster,Chinese,12,Lethargy,Critical,None,15.19,OWN0582,2023-08-05
PET0583,Dog,Terrier,12,Lethargy,Recovering,Observation,1.52,OWN0583,2023-08-06
PET0584,Dog,Labrador,9,Sneezing,Chronic Illness,Observation,9.26,OWN0584,2023-08-07
PET0585,Bird,Parrot,7,Sneezing,Critical,None,31.33,OWN0585,2023-08-08
PET0586,Hamster,Syrian,8,Coughing,Minor Illness,Medication,8.45,OWN0586,2023-08-09
PET0587,Rabbit,Holland Lop,11,Diarrhea,Critical,Observation,3.66,OWN0587,2023-08-10
PET0588,Dog,Poodle,10,Sneezing,Healthy,Therapy,19.24,OWN0588,2023-08-11
PET0589,Rabbit,Flemish Giant,11,Sneezing,Minor Illness,None,0.89,OWN0589,2023-08-12
PET0590,Dog,Beagle,9,Lethargy,Healthy,Surgery,3.85,OWN0590,2023-08-13
PET0591,Dog,Poodle,6,Diarrhea,Minor Illness,Surgery,32.4,OWN0591,2023-08-14
PET0592,Dog,Poodle,4,Coughing,Critical,Medication,30.97,OWN0592,2023-08-15
PET0593,Hamster,Dwarf Campbell,12,Sneezing,Recovering,Therapy,36.65,OWN0593,2023-08-16
PET0594,Cat,Persian,1,Diarrhea,Chronic Illness,Observation,34.25,OWN0594,2023-08-17
PET0595,Rabbit,Holland Lop,8,Diarrhea,Healthy,Surgery,27.49,OWN0595,2023-08-18
PET0596,Hamster,Roborovski,7,Coughing,Critical,Medication,2.57,OWN0596,2023-08-19
PET0597,Hamster,Winter White,2,Diarrhea,Recovering,Therapy,31.42,OWN0597,2023-08-20
PET0598,Hamster,Dwarf Campbell,8,Diarrhea,Critical,Therapy,33.9,OWN0598,2023-08-21
PET0599,Hamster,Dwarf Campbell,12,Diarrhea,Healthy,Medication,32.06,OWN0599,2023-08-22
PET0600,Hamster,Chinese,5,Sneezing,Chronic Illness,Medication,20.58,OWN0600,2023-08-23
PET0601,Bird,Cockatiel,7,Coughing,Critical,Observation,9.7,OWN0601,2023-08-24
PET0602,Rabbit,Mini Rex,4,Diarrhea,Minor Illness,Medication,33.89,OWN0602,2023-08-25
PET0603,Hamster,Dwarf Campbell,5,Diarrhea,Recovering,Observation,29.22,OWN0603,2023-08-26
PET0604,Rabbit,Holland Lop,8,Sneezing,Critical,Observation,39.24,OWN0604,2023-08-27
PET0605,Bird,Parakeet,1,Coughing,Recovering,None,6.65,OWN0605,2023-08-28
PET0606,Bird,Cockatiel,1,Lethargy,Minor Illness,Therapy,9.41,OWN0606,2023-08-29
PET0607,Rabbit,Netherland Dwarf,4,Sneezing,Chronic Illness,Therapy,8.87,OWN0607,2023-08-30
PET0608,Dog,Terrier,3,Coughing,Chronic Illness,Therapy,31.81,OWN0608,2023-08-31
PET0609,Cat,Bengal,13,Diarrhea,Minor Illness,None,7.88,OWN0609,2023-09-01
PET0610,Dog,Bulldog,10,Coughing,Recovering,Observation,3.13,OWN0610,2023-09-02
PET0611,Dog,Poodle,12,Coughing,Critical,Observation,39.94,OWN0611,2023-09-03
PET0612,Dog,Beagle,2,Coughing,Minor Illness,Medication,1.48,OWN0612,2023-09-04
PET0613,Hamster,Chinese,12,Lethargy,Healthy,None,33.49,OWN0613,2023-09-05
PET0614,Bird,Finch,3,Coughing,Recovering,Medication,14.93,OWN0614,2023-09-06
PET0615,Dog,Poodle,11,Lethargy,Chronic Illness,None,33.74,OWN0615,2023-09-07
PET0616,Bird,Cockatiel,11,Diarrhea,Minor Illness,Medication,22.41,OWN0616,2023-09-08
PET0617,Rabbit,Mini Rex,14,Lethargy,Chronic Illness,Surgery,36.11,OWN0617,2023-09-09
PET0618,Cat,Maine Coon,11,Diarrhea,Recovering,Therapy,37.08,OWN0618,2023-09-10
PET0619,Rabbit,Mini Rex,1,Diarrhea,Chronic Illness,Therapy,0.86,OWN0619,2023-09-11
PET0620,Rabbit,Flemish Giant,1,Lethargy,Minor Illness,Observation,3.48,OWN0620,2023-09-12
PET0621,Hamster,Syrian,6,Sneezing,Recovering,Surgery,10.39,OWN0621,2023-09-13
PET0622,Cat,Bengal,5,Vomiting,Healthy,Therapy,26.94,OWN0622,2023-09-14
PET0623,Rabbit,Lionhead,8,Coughing,Minor Illness,Observation,35.59,OWN0623,2023-09-15
PET0624,Rabbit,Lionhead,2,Vomiting,Critical,Surgery,18.67,OWN0624,2023-09-16
PET0625,Cat,Bengal,4,Coughing,Minor Illness,Therapy,24.48,OWN0625,2023-09-17
PET0626,Cat,Sphynx,8,Coughing,Recovering,Medication,7.95,OWN0626,2023-09-18
PET0627,Rabbit,Mini Rex,12,Diarrhea,Minor Illness,None,32.3,OWN0627,2023-09-19
PET0628,Cat,Maine Coon,6,Coughing,Healthy,Surgery,38.71,OWN0628,2023-09-20
PET0629,Rabbit,Netherland Dwarf,1,Coughing,Healthy,Observation,11.11,OWN0629,2023-09-21
PET0630,Rabbit,Mini Rex,4,Lethargy,Critical,Surgery,20.05,OWN0630,2023-09-22
PET0631,Hamster,Chinese,1,Vomiting,Chronic Illness,Observation,3.9,OWN0631,2023-09-23
PET0632,Dog,Terrier,13,Lethargy,Recovering,Surgery,22.59,OWN0632,2023-09-24
PET0633,Rabbit,Flemish Giant,2,Coughing,Recovering,Observation,20.36,OWN0633,2023-09-25
PET0634,Bird,Finch,5,Diarrhea,Chronic Illness,Therapy,6.21,OWN0634,2023-09-26
PET0635,Dog,Terrier,14,Lethargy,Healthy,Medication,17.96,OWN0635,2023-09-27
PET0636,Dog,Bulldog,8,Lethargy,Healthy,Therapy,13.7,OWN0636,2023-09-28
PET0637,Dog,Poodle,8,Sneezing,Minor Illness,Medication,21.11,OWN0637,2023-09-29
PET0638,Hamster,Dwarf Campbell,11,Coughing,Critical,Therapy,23.63,OWN0638,2023-09-30
PET0639,Rabbit,Flemish Giant,3,Diarrhea,Critical,Therapy,0.84,OWN0639,2023-10-01
PET0640,Hamster,Dwarf Campbell,11,Lethargy,Critical,Surgery,30.56,OWN0640,2023-10-02
PET0641,Rabbit,Netherland Dwarf,13,Lethargy,Minor Illness,None,28.66,OWN0641,2023-10-03
PET0642,Hamster,Syrian,4,Diarrhea,Critical,Observation,14.97,OWN0642,2023-10-04
PET0643,Hamster,Winter White,10,Coughing,Chronic Illness,Observation,2.59,OWN0643,2023-10-05
PET0644,Bird,Parakeet,11,Sneezing,Minor Illness,Observation,30.32,OWN0644,2023-10-06
PET0645,Hamster,Dwarf Campbell,14,Lethargy,Chronic Illness,Medication,38.23,OWN0645,2023-10-07
PET0646,Cat,Siamese,6,Sneezing,Minor Illness,Observation,9.99,OWN0646,2023-10-08
PET0647,Bird,Finch,11,Vomiting,Critical,Observation,13.28,OWN0647,2023-10-09
PET0648,Hamster,Chinese,11,Coughing,Chronic Illness,Surgery,7.76,OWN0648,2023-10-10
PET0649,Dog,Beagle,10,Vomiting,Chronic Illness,Therapy,23.29,OWN0649,2023-10-11
PET0650,Cat,Sphynx,3,Vomiting,Chronic Illness,Observation,6.62,OWN0650,2023-10-12
PET0651,Cat,Siamese,2,Vomiting,Minor Illness,None,14.57,OWN0651,2023-10-13
PET0652,Cat,Persian,6,Coughing,Recovering,Observation,28.03,OWN0652,2023-10-14
PET0653,Bird,Cockatiel,11,Coughing,Critical,Medication,22.62,OWN0653,2023-10-15
PET0654,Hamster,Dwarf Campbell,13,Diarrhea,Chronic Illness,Medication,15.77,OWN0654,2023-10-16
PET0655,Hamster,Chinese,5,Sneezing,Recovering,Medication,17.1,OWN0655,2023-10-17
PET0656,Dog,Bulldog,14,Sneezing,Critical,Observation,22.7,OWN0656,2023-10-18
PET0657,Dog,Bulldog,10,Diarrhea,Critical,Surgery,0.73,OWN0657,2023-10-19
PET0658,Cat,Siamese,5,Diarrhea,Chronic Illness,None,3.6,OWN0658,2023-10-20
PET0659,Dog,Bulldog,10,Vomiting,Chronic Illness,Observation,35.31,OWN0659,2023-10-21
PET0660,Bird,Cockatiel,13,Diarrhea,Minor Illness,Surgery,3.58,OWN0660,2023-10-22
PET0661,Hamster,Dwarf Campbell,5,Lethargy,Recovering,Surgery,28.42,OWN0661,2023-10-23
PET0662,Cat,Maine Coon,10,Sneezing,Recovering,Observation,36.84,OWN0662,2023-10-24
PET0663,Dog,Terrier,12,Diarrhea,Chronic Illness,Observation,11.19,OWN0663,2023-10-25
PET0664,Bird,Cockatiel,5,Lethargy,Critical,Surgery,15.13,OWN0664,2023-10-26
PET0665,Bird,Parakeet,3,Lethargy,Chronic Illness,Surgery,22.97,OWN0665,2023-10-27
PET0666,Dog,Labrador,7,Lethargy,Critical,Surgery,35.33,OWN0666,2023-10-28
PET0667,Hamster,Dwarf Campbell,6,Lethargy,Critical,Observation,37.71,OWN0667,2023-10-29
PET0668,Dog,Labrador,4,Vomiting,Chronic Illness,Surgery,29.71,OWN0668,2023-10-30
PET0669,Cat,Persian,2,Lethargy,Healthy,Medication,3.92,OWN0669,2023-10-31
PET0670,Dog,Beagle,12,Vomiting,Recovering,Observation,26.93,OWN0670,2023-11-01
PET0671,Bird,Parrot,9,Vomiting,Critical,Medication,16.71,OWN0671,2023-11-02
PET0672,Dog,Terrier,1,Lethargy,Critical,Therapy,19.09,OWN0672,2023-11-03
PET0673,Hamster,Dwarf Campbell,13,Sneezing,Healthy,Observation,2.44,OWN0673,2023-11-04
PET0674,Rabbit,Holland Lop,13,Lethargy,Minor Illness,Therapy,8.05,OWN0674,2023-11-05
PET0675,Dog,Beagle,11,Lethargy,Healthy,Surgery,31.73,OWN0675,2023-11-06
PET0676,Hamster,Roborovski,14,Lethargy,Healthy,Surgery,18.43,OWN0676,2023-11-07
PET0677,Hamster,Winter White,4,Sneezing,Critical,None,12.42,OWN0677,2023-11-08
PET0678,Bird,Parakeet,1,Coughing,Recovering,Surgery,15.67,OWN0678,2023-11-09
PET0679,Hamster,Dwarf Campbell,13,Coughing,Healthy,Therapy,34.25,OWN0679,2023-11-10
PET0680,Hamster,Roborovski,6,Vomiting,Minor Illness,Surgery,30.09,OWN0680,2023-11-11
PET0681,Hamster,Chinese,4,Vomiting,Chronic Illness,Observation,11.26,OWN0681,2023-11-12
PET0682,Hamster,Chinese,5,Sneezing,Healthy,Surgery,5.14,OWN0682,2023-11-13
PET0683,Cat,Persian,5,Diarrhea,Healthy,None,10.45,OWN0683,2023-11-14
PET0684,Cat,Siamese,9,Coughing,Minor Illness,Surgery,36.87,OWN0684,2023-11-15
PET0685,Bird,Canary,1,Vomiting,Recovering,Therapy,23.47,OWN0685,2023-11-16
PET0686,Dog,Poodle,13,Coughing,Healthy,Therapy,21.57,OWN0686,2023-11-17
PET0687,Hamster,Chinese,2,Sneezing,Healthy,Surgery,24.06,OWN0687,2023-11-18
PET0688,Dog,Beagle,13,Sneezing,Recovering,Therapy,14.96,OWN0688,2023-11-19
PET0689,Dog,Labrador,6,Diarrhea,Minor Illness,Therapy,32.38,OWN0689,2023-11-20
PET0690,Bird,Canary,5,Diarrhea,Healthy,None,21.17,OWN0690,2023-11-21
PET0691,Hamster,Winter White,11,Sneezing,Recovering,Observation,5.11,OWN0691,2023-11-22
PET0692,Hamster,Syrian,7,Vomiting,Healthy,None,5.6,OWN0692,2023-11-23
PET0693,Rabbit,Lionhead,3,Coughing,Chronic Illness,Medication,21.71,OWN0693,2023-11-24
PET0694,Dog,Bulldog,3,Lethargy,Critical,None,37.49,OWN0694,2023-11-25
PET0695,Dog,Beagle,10,Diarrhea,Chronic Illness,Surgery,12.68,OWN0695,2023-11-26
PET0696,Cat,Siamese,2,Lethargy,Healthy,Observation,34.85,OWN0696,2023-11-27
PET0697,Rabbit,Mini Rex,13,Vomiting,Minor Illness,Surgery,30.68,OWN0697,2023-11-28
PET0698,Cat,Siamese,3,Diarrhea,Critical,Medication,10.29,OWN0698,2023-11-29
PET0699,Cat,Sphynx,10,Lethargy,Chronic Illness,Observation,1.94,OWN0699,2023-11-30
PET0700,Cat,Maine Coon,1,Vomiting,Recovering,Therapy,4.52,OWN0700,2023-12-01
PET0701,Bird,Parakeet,5,Coughing,Minor Illness,None,29.28,OWN0701,2023-12-02
PET0702,Bird,Finch,14,Vomiting,Chronic Illness,Surgery,8.39,OWN0702,2023-12-03
PET0703,Cat,Persian,12,Diarrhea,Recovering,Medication,15.17,OWN0703,2023-12-04
PET0704,Rabbit,Holland Lop,5,Sneezing,Healthy,Therapy,20.32,OWN0704,2023-12-05
PET0705,Dog,Terrier,12,Coughing,Recovering,None,29.16,OWN0705,2023-12-06
PET0706,Rabbit,Mini Rex,11,Lethargy,Chronic Illness,Therapy,4.97,OWN0706,2023-12-07
PET0707,Hamster,Syrian,7,Diarrhea,Chronic Illness,None,16.55,OWN0707,2023-12-08
PET0708,Bird,Parrot,4,Sneezing,Healthy,Observation,19.66,OWN0708,2023-12-09
PET0709,Dog,Beagle,3,Vomiting,Recovering,Therapy,21.86,OWN0709,2023-12-10
PET0710,Dog,Poodle,1,Sneezing,Recovering,Therapy,32.83,OWN0710,2023-12-11
PET0711,Hamster,Winter White,12,Diarrhea,Healthy,Therapy,7.28,OWN0711,2023-12-12
PET0712,Hamster,Dwarf Campbell,8,Diarrhea,Recovering,Observation,32.41,OWN0712,2023-12-13
PET0713,Cat,Maine Coon,13,Sneezing,Healthy,Medication,27.87,OWN0713,2023-12-14
PET0714,Bird,Canary,3,Vomiting,Minor Illness,None,22.46,OWN0714,2023-12-15
PET0715,Bird,Cockatiel,13,Sneezing,Chronic Illness,Therapy,28.13,OWN0715,2023-12-16
PET0716,Rabbit,Holland Lop,2,Diarrhea,Minor Illness,Observation,16.77,OWN0716,2023-12-17
PET0717,Cat,Siamese,11,Diarrhea,Critical,Medication,5.97,OWN0717,2023-12-18
PET0718,Cat,Maine Coon,4,Lethargy,Critical,None,26.8,OWN0718,2023-12-19
PET0719,Cat,Bengal,3,Lethargy,Critical,Observation,21.22,OWN0719,2023-12-20
PET0720,Cat,Maine Coon,13,Coughing,Healthy,None,25.76,OWN0720,2023-12-21
PET0721,Bird,Parakeet,1,Diarrhea,Recovering,Therapy,13.85,OWN0721,2023-12-22
PET0722,Bird,Canary,3,Lethargy,Minor Illness,Medication,36.32,OWN0722,2023-12-23
PET0723,Cat,Persian,12,Sneezing,Minor Illness,Observation,23.7,OWN0723,2023-12-24
PET0724,Rabbit,Mini Rex,2,Vomiting,Minor Illness,Medication,3.87,OWN0724,2023-12-25
PET0725,Dog,Bulldog,8,Sneezing,Minor Illness,Therapy,18.27,OWN0725,2023-12-26
PET0726,Dog,Terrier,6,Vomiting,Critical,Medication,30.38,OWN0726,2023-12-27
PET0727,Rabbit,Holland Lop,9,Lethargy,Minor Illness,Medication,31.87,OWN0727,2023-12-28
PET0728,Cat,Bengal,8,Coughing,Recovering,Surgery,20.04,OWN0728,2023-12-29
PET0729,Bird,Finch,10,Sneezing,Critical,Medication,35.84,OWN0729,2023-12-30
PET0730,Dog,Labrador,3,Sneezing,Minor Illness,None,11.07,OWN0730,2023-12-31
PET0731,Hamster,Syrian,5,Sneezing,Healthy,Observation,16.72,OWN0731,2024-01-01
PET0732,Hamster,Roborovski,7,Vomiting,Chronic Illness,Surgery,35.99,OWN0732,2024-01-02
PET0733,Rabbit,Holland Lop,5,Lethargy,Chronic Illness,Observation,35.9,OWN0733,2024-01-03
PET0734,Cat,Bengal,8,Sneezing,Chronic Illness,Observation,27.59,OWN0734,2024-01-04
PET0735,Dog,Terrier,12,Sneezing,Critical,Therapy,34.43,OWN0735,2024-01-05
PET0736,Cat,Siamese,5,Coughing,Minor Illness,Therapy,4.01,OWN0736,2024-01-06
PET0737,Dog,Bulldog,1,Coughing,Critical,Surgery,34.67,OWN0737,2024-01-07
PET0738,Rabbit,Netherland Dwarf,5,Lethargy,Recovering,Therapy,13.16,OWN0738,2024-01-08
PET0739,Rabbit,Flemish Giant,4,Lethargy,Healthy,Therapy,7.54,OWN0739,2024-01-09
PET0740,Hamster,Winter White,6,Diarrhea,Healthy,Therapy,9.96,OWN0740,2024-01-10
PET0741,Cat,Bengal,3,Coughing,Chronic Illness,Observation,17.01,OWN0741,2024-01-11
PET0742,Hamster,Roborovski,11,Diarrhea,Chronic Illness,Surgery,10.42,OWN0742,2024-01-12
PET0743,Cat,Sphynx,5,Vomiting,Chronic Illness,Observation,13.16,OWN0743,2024-01-13
PET0744,Hamster,Dwarf Campbell,2,Diarrhea,Minor Illness,None,5.83,OWN0744,2024-01-14
PET0745,Bird,Finch,11,Sneezing,Recovering,Observation,12.2,OWN0745,2024-01-15
PET0746,Bird,Parakeet,6,Diarrhea,Recovering,None,23.11,OWN0746,2024-01-16
PET0747,Bird,Cockatiel,13,Lethargy,Recovering,Medication,17.95,OWN0747,2024-01-17
PET0748,Bird,Canary,12,Vomiting,Recovering,Medication,14.2,OWN0748,2024-01-18
PET0749,Dog,Poodle,6,Sneezing,Chronic Illness,None,29.98,OWN0749,2024-01-19
PET0750,Bird,Canary,5,Diarrhea,Healthy,None,35.79,OWN0750,2024-01-20
PET0751,Rabbit,Flemish Giant,6,Vomiting,Chronic Illness,Observation,30.39,OWN0751,2024-01-21
PET0752,Rabbit,Netherland Dwarf,11,Vomiting,Recovering,None,13.61,OWN0752,2024-01-22
PET0753,Dog,Labrador,7,Sneezing,Chronic Illness,Surgery,29.91,OWN0753,2024-01-23
PET0754,Bird,Finch,12,Diarrhea,Recovering,Medication,6.5,OWN0754,2024-01-24
PET0755,Bird,Canary,5,Vomiting,Critical,Medication,5.65,OWN0755,2024-01-25
PET0756,Bird,Parakeet,1,Vomiting,Healthy,None,14.15,OWN0756,2024-01-26
PET0757,Hamster,Chinese,8,Coughing,Critical,Therapy,32.4,OWN0757,2024-01-27
PET0758,Cat,Persian,4,Vomiting,Minor Illness,Therapy,10.23,OWN0758,2024-01-28
PET0759,Hamster,Chinese,9,Coughing,Chronic Illness,None,3.0,OWN0759,2024-01-29
PET0760,Cat,Sphynx,14,Diarrhea,Minor Illness,Surgery,5.7,OWN0760,2024-01-30
PET0761,Bird,Cockatiel,10,Diarrhea,Chronic Illness,Therapy,34.42,OWN0761,2024-01-31
PET0762,Bird,Cockatiel,12,Diarrhea,Critical,None,25.53,OWN0762,2024-02-01
PET0763,Hamster,Syrian,6,Lethargy,Recovering,Surgery,10.5,OWN0763,2024-02-02
PET0764,Hamster,Dwarf Campbell,1,Diarrhea,Recovering,Surgery,22.43,OWN0764,2024-02-03
PET0765,Cat,Siamese,3,Vomiting,Chronic Illness,Observation,21.34,OWN0765,2024-02-04
PET0766,Rabbit,Flemish Giant,3,Sneezing,Recovering,Surgery,26.39,OWN0766,2024-02-05
PET0767,Cat,Siamese,10,Coughing,Critical,Therapy,9.71,OWN0767,2024-02-06
PET0768,Hamster,Chinese,12,Lethargy,Recovering,Therapy,34.64,OWN0768,2024-02-07
PET0769,Hamster,Chinese,12,Diarrhea,Critical,None,12.72,OWN0769,2024-02-08
PET0770,Dog,Poodle,4,Diarrhea,Minor Illness,None,27.92,OWN0770,2024-02-09
PET0771,Hamster,Winter White,6,Sneezing,Critical,Surgery,1.14,OWN0771,2024-02-10
PET0772,Dog,Bulldog,7,Sneezing,Healthy,Medication,15.22,OWN0772,2024-02-11
PET0773,Rabbit,Lionhead,10,Lethargy,Healthy,Observation,14.39,OWN0773,2024-02-12
PET0774,Cat,Sphynx,4,Coughing,Healthy,Medication,21.97,OWN0774,2024-02-13
PET0775,Cat,Bengal,6,Diarrhea,Chronic Illness,Surgery,3.37,OWN0775,2024-02-14
PET0776,Dog,Bulldog,11,Lethargy,Chronic Illness,Surgery,31.71,OWN0776,2024-02-15
PET0777,Cat,Siamese,1,Vomiting,Chronic Illness,Medication,9.1,OWN0777,2024-02-16
PET0778,Hamster,Syrian,14,Vomiting,Critical,Observation,27.24,OWN0778,2024-02-17
PET0779,Bird,Cockatiel,8,Lethargy,Chronic Illness,Medication,32.23,OWN0779,2024-02-18
PET0780,Dog,Bulldog,7,Diarrhea,Minor Illness,None,22.69,OWN0780,2024-02-19
PET0781,Cat,Persian,11,Lethargy,Healthy,Therapy,29.76,OWN0781,2024-02-20
PET0782,Dog,Labrador,11,Diarrhea,Critical,None,26.64,OWN0782,2024-02-21
PET0783,Dog,Terrier,9,Sneezing,Healthy,Therapy,14.54,OWN0783,2024-02-22
PET0784,Bird,Parakeet,3,Lethargy,Chronic Illness,Surgery,32.45,OWN0784,2024-02-23
PET0785,Hamster,Chinese,2,Diarrhea,Critical,Observation,12.14,OWN0785,2024-02-24
PET0786,Dog,Beagle,1,Lethargy,Recovering,Medication,23.06,OWN0786,2024-02-25
PET0787,Cat,Sphynx,3,Lethargy,Minor Illness,Observation,29.94,OWN0787,2024-02-26
PET0788,Rabbit,Flemish Giant,5,Diarrhea,Chronic Illness,Medication,15.47,OWN0788,2024-02-27
PET0789,Dog,Labrador,14,Diarrhea,Chronic Illness,None,12.46,OWN0789,2024-02-28
PET0790,Dog,Beagle,11,Coughing,Minor Illness,None,18.64,OWN0790,2024-02-29
PET0791,Bird,Cockatiel,2,Lethargy,Minor Illness,Medication,32.81,OWN0791,2024-03-01
PET0792,Hamster,Dwarf Campbell,12,Vomiting,Recovering,Observation,37.23,OWN0792,2024-03-02
PET0793,Rabbit,Holland Lop,3,Lethargy,Chronic Illness,Medication,22.03,OWN0793,2024-03-03
PET0794,Cat,Sphynx,4,Lethargy,Chronic Illness,Surgery,26.63,OWN0794,2024-03-04
PET0795,Rabbit,Netherland Dwarf,7,Diarrhea,Healthy,None,36.18,OWN0795,2024-03-05
PET0796,Cat,Maine Coon,13,Lethargy,Critical,Surgery,4.39,OWN0796,2024-03-06
PET0797,Hamster,Syrian,3,Lethargy,Critical,None,9.67,OWN0797,2024-03-07
PET0798,Cat,Siamese,9,Vomiting,Healthy,None,28.5,OWN0798,2024-03-08
PET0799,Bird,Parrot,8,Diarrhea,Critical,Therapy,33.04,OWN0799,2024-03-09
PET0800,Bird,Finch,4,Lethargy,Minor Illness,Surgery,34.35,OWN0800,2024-03-10
PET0801,Bird,Finch,13,Sneezing,Critical,Surgery,16.9,OWN0801,2024-03-11
PET0802,Bird,Parakeet,1,Coughing,Critical,Therapy,4.03,OWN0802,2024-03-12
PET0803,Rabbit,Netherland Dwarf,1,Vomiting,Healthy,Observation,17.79,OWN0803,2024-03-13
PET0804,Hamster,Chinese,1,Lethargy,Recovering,Surgery,9.61,OWN0804,2024-03-14
PET0805,Cat,Persian,1,Sneezing,Critical,Medication,12.0,OWN0805,2024-03-15
PET0806,Cat,Maine Coon,8,Lethargy,Critical,Therapy,31.0,OWN0806,2024-03-16
PET0807,Bird,Finch,3,Lethargy,Recovering,Surgery,3.48,OWN0807,2024-03-17
PET0808,Bird,Parakeet,6,Diarrhea,Healthy,Observation,33.19,OWN0808,2024-03-18
PET0809,Dog,Terrier,3,Diarrhea,Recovering,Surgery,17.39,OWN0809,2024-03-19
PET0810,Hamster,Chinese,11,Diarrhea,Healthy,None,24.04,OWN0810,2024-03-20
PET0811,Rabbit,Netherland Dwarf,5,Sneezing,Minor Illness,Medication,4.04,OWN0811,2024-03-21
PET0812,Cat,Bengal,13,Lethargy,Healthy,Therapy,13.83,OWN0812,2024-03-22
PET0813,Dog,Labrador,14,Coughing,Minor Illness,None,4.04,OWN0813,2024-03-23
PET0814,Dog,Beagle,13,Vomiting,Minor Illness,Observation,38.48,OWN0814,2024-03-24
PET0815,Cat,Persian,7,Diarrhea,Healthy,None,32.39,OWN0815,2024-03-25
PET0816,Rabbit,Mini Rex,2,Diarrhea,Chronic Illness,None,18.66,OWN0816,2024-03-26
PET0817,Dog,Poodle,6,Lethargy,Healthy,Observation,9.33,OWN0817,2024-03-27
PET0818,Dog,Beagle,13,Lethargy,Critical,None,37.37,OWN0818,2024-03-28
PET0819,Hamster,Roborovski,6,Sneezing,Critical,Therapy,14.11,OWN0819,2024-03-29
PET0820,Rabbit,Flemish Giant,11,Sneezing,Chronic Illness,Surgery,6.86,OWN0820,2024-03-30
PET0821,Dog,Labrador,3,Diarrhea,Minor Illness,None,22.74,OWN0821,2024-03-31
PET0822,Rabbit,Mini Rex,6,Lethargy,Chronic Illness,Therapy,37.78,OWN0822,2024-04-01
PET0823,Cat,Maine Coon,10,Coughing,Critical,Surgery,0.65,OWN0823,2024-04-02
PET0824,Bird,Canary,10,Vomiting,Chronic Illness,Surgery,9.91,OWN0824,2024-04-03
PET0825,Dog,Poodle,14,Lethargy,Healthy,None,37.57,OWN0825,2024-04-04
PET0826,Hamster,Dwarf Campbell,5,Lethargy,Chronic Illness,Therapy,7.26,OWN0826,2024-04-05
PET0827,Cat,Maine Coon,12,Sneezing,Minor Illness,None,4.97,OWN0827,2024-04-06
PET0828,Rabbit,Netherland Dwarf,2,Vomiting,Healthy,Observation,23.02,OWN0828,2024-04-07
